id,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
SMAD1,0.44897,0.61591,0.999917,11285,2,0.42443
CIAPIN1,0.44912,0.61604,0.999917,11286,1,-0.42628
DDX4,0.44925,0.61614,0.999917,11287,2,0.37104
ZNF720,0.44934,0.61622,0.999917,11288,2,-0.81152
PCDHGA1,0.44953,0.61636,0.999917,11289,1,-0.65953
GRIFIN,0.4498,0.61657,0.999917,11290,1,-0.048723
LAMP1,0.44983,0.6166,0.999917,11291,2,-0.10003
PPEF1,0.4499,0.61666,0.999917,11292,2,0.81672
HSPBAP1,0.44993,0.61669,0.999917,11293,1,-1.5502
USP40,0.45006,0.6168,0.999917,11294,2,0.49081
S1PR1,0.45011,0.61684,0.999917,11295,2,0.12974
ORAOV1,0.45012,0.45017,0.999917,11296,1,-0.5431
SYT5,0.4502,0.6169,0.999917,11297,1,-0.038695
DLL3,0.45021,0.61691,0.999917,11298,2,0.38756
LIMCH1,0.45032,0.617,0.999917,11299,2,-0.98691
CD4,0.45037,0.61704,0.999917,11300,1,-1.9019
MALT1,0.45054,0.61717,0.999917,11301,2,-0.14581
HENMT1,0.4506,0.61721,0.999917,11302,2,0.14374
FRMPD2,0.45067,0.61728,0.999917,11303,1,-0.62448
OR10R2,0.4507,0.61729,0.999917,11304,2,-0.24194
ZNF44,0.45078,0.61736,0.999917,11305,1,-0.11249
ACMSD,0.45084,0.6174,0.999917,11306,2,0.10211
FXYD6-FXYD2,0.45088,0.61743,0.999917,11307,1,-1.1713
TEX35,0.45091,0.61746,0.999917,11308,1,-0.78174
KRT12,0.45101,0.61754,0.999917,11309,1,-0.16337
C16orf46,0.45102,0.61755,0.999917,11310,2,0.065872
BTNL10,0.45111,0.61762,0.999917,11311,1,-0.23172
TFE3,0.45112,0.61762,0.999917,11312,2,-2.1158
HSD17B4,0.45114,0.61765,0.999917,11313,2,0.4003
USMG5,0.45131,0.61779,0.999917,11314,1,-0.90974
OR5D13,0.45133,0.6178,0.999917,11315,2,-0.019417
SAFB,0.45138,0.61784,0.999917,11316,2,-0.46779
EDRF1,0.45155,0.61796,0.999917,11317,2,-0.059994
CXCL13,0.45162,0.61802,0.999917,11318,2,-0.00093569
OPTN,0.45165,0.61804,0.999917,11319,1,-0.52076
STX5,0.45179,0.61817,0.999917,11320,1,-1.9512
AGBL5,0.45182,0.61819,0.999917,11321,1,-0.59896
UBTD2,0.45186,0.61822,0.999917,11322,2,0.0088169
TMEM229A,0.45192,0.61827,0.999917,11323,2,0.11028
TIFAB,0.45198,0.61832,0.999917,11324,2,0.27633
SHC3,0.45199,0.61833,0.999917,11325,1,-0.44506
ISPD,0.45205,0.61838,0.999917,11326,1,-0.6215
CCNB1IP1,0.45209,0.61841,0.999917,11327,1,-0.68914
ICA1L,0.45212,0.61843,0.999917,11328,2,-0.64951
PROM2,0.45214,0.61846,0.999917,11329,2,0.30242
TRIM69,0.45222,0.61852,0.999917,11330,1,-1.5087
IPMK,0.4525,0.61873,0.999917,11331,2,-1.2867
PKHD1,0.45259,0.6188,0.999917,11332,2,-0.3211
TGM3,0.45263,0.61883,0.999917,11333,1,-0.25077
MIER1,0.45264,0.61884,0.999917,11334,2,-1.2689
TMEM55B,0.45273,0.6189,0.999917,11335,2,-1.3582
CYP2B6,0.45278,0.61894,0.999917,11336,2,-0.54841
TMEM237,0.4528,0.61896,0.999917,11337,2,0.30135
RTEL1,0.45293,0.60215,0.999917,11338,1,-2.303
IMPG2,0.45295,0.60216,0.999917,11339,1,-3.1898
CYP11B1,0.45301,0.61914,0.999917,11340,2,0.10136
ADO,0.4531,0.61922,0.999917,11341,2,-0.0026674
PRR3,0.45313,0.61924,0.999917,11342,2,-0.12054
ZNF14,0.45323,0.61933,0.999917,11343,2,-0.52564
MAML3,0.45329,0.61938,0.999917,11344,2,-0.083183
FZD6,0.4534,0.61947,0.999917,11345,1,-0.87897
ZBTB21,0.45343,0.61949,0.999917,11346,2,-0.14915
CLEC18C,0.45343,0.61949,0.999917,11347,1,-0.89418
FAM117B,0.45348,0.61953,0.999917,11348,2,0.090524
ZNF195,0.45362,0.61965,0.999917,11349,2,0.25096
C10orf62,0.4537,0.61972,0.999917,11350,1,-1.0019
CCDC97,0.45376,0.61976,0.999917,11351,2,0.0074765
CHSY1,0.45377,0.61977,0.999917,11352,2,-0.0087584
PHF12,0.4538,0.6198,0.999917,11353,1,-0.072489
PGAM5,0.45387,0.61985,0.999917,11354,2,-0.029654
ADRM1,0.45392,0.61989,0.999917,11355,2,0.47325
TRIM35,0.45393,0.6199,0.999917,11356,1,-0.21124
ISLR,0.45394,0.61992,0.999917,11357,2,-0.16122
C11orf44,0.454,0.61995,0.999917,11358,1,-2.2861
IMPAD1,0.45408,0.62001,0.999917,11359,2,-0.62141
STK32A,0.45422,0.62012,0.999917,11360,2,0.036691
AMT,0.45424,0.62013,0.999917,11361,2,-0.34925
MLLT10,0.45427,0.62016,0.999917,11362,2,0.29982
HSFX2,0.45434,0.62022,0.999917,11363,2,0.026288
FAM209A,0.45444,0.62032,0.999917,11364,2,-1.663
EN2,0.45467,0.62052,0.999917,11365,2,0.3255
ACOT7,0.45471,0.62054,0.999917,11366,1,-1.8608
B3GAT3,0.45491,0.62071,0.999917,11367,2,0.038765
IMPA1,0.45507,0.62086,0.999917,11368,2,-0.87612
PPM1H,0.45514,0.62091,0.999917,11369,1,-0.16339
CAND1,0.45551,0.62122,0.999917,11370,1,-0.30231
ANKRD17,0.45554,0.62125,0.999917,11371,1,-0.70936
FAM195B,0.45568,0.62136,0.999917,11372,1,0.033787
COMMD2,0.45581,0.62146,0.999917,11373,2,-0.16144
RPS13,0.45593,0.62155,0.999917,11374,2,-1.1338
POLR2J3,0.45593,0.62155,0.999917,11375,2,-0.53579
MRPS5,0.45593,0.62155,0.999917,11376,2,-0.65306
NME6,0.45593,0.62155,0.999917,11377,2,-1.0665
PWP1,0.45593,0.62155,0.999917,11378,2,-0.2046
RCN2,0.45593,0.62155,0.999917,11379,2,-0.45204
ATP2B3,0.45593,0.62155,0.999917,11380,2,-0.55645
CCER1,0.45593,0.62155,0.999917,11381,2,-0.60161
CSDE1,0.45593,0.62155,0.999917,11382,2,-0.18426
SETSIP,0.45593,0.62155,0.999917,11383,2,-0.31197
MDN1,0.45593,0.62155,0.999917,11384,2,-0.91334
SNX24,0.45594,0.62156,0.999917,11385,2,-0.61414
SLC43A1,0.45608,0.62166,0.999917,11386,2,-1.0978
LRRFIP1,0.45615,0.62171,0.999917,11387,1,-0.13281
FDCSP,0.45628,0.62183,0.999917,11388,1,-0.69393
PFKL,0.45631,0.62186,0.999917,11389,1,-0.75383
FAM71A,0.45635,0.62188,0.999917,11390,1,-0.1289
MPHOSPH10,0.45651,0.62201,0.999917,11391,1,-0.79396
MTBP,0.45659,0.45667,0.999917,11392,1,-0.57433
ZNHIT2,0.45678,0.60385,0.999917,11393,1,-1.4381
GCNT4,0.45681,0.62225,0.999917,11394,1,-0.035527
GLE1,0.45685,0.62228,0.999917,11395,1,-2.331
TMEM117,0.45701,0.62242,0.999917,11396,2,-0.080498
SPATA18,0.45707,0.62247,0.999917,11397,2,0.40574
ZNF823,0.45711,0.6225,0.999917,11398,1,-1.9933
STARD5,0.45712,0.62251,0.999917,11399,2,0.014131
HSDL2,0.45718,0.60403,0.999917,11400,1,-2.0403
SOX14,0.45719,0.62256,0.999917,11401,2,0.37595
C1D,0.45721,0.62257,0.999917,11402,2,-0.7161
CUL3,0.45735,0.62269,0.999917,11403,1,-1.3574
C6orf10,0.45756,0.62287,0.999917,11404,2,0.36387
LRG1,0.45782,0.62307,0.999917,11405,1,-2.1465
SLC26A2,0.45792,0.62314,0.999917,11406,1,-3.9428
CREG2,0.45795,0.62317,0.999917,11407,1,-2.3876
TSKU,0.45798,0.6232,0.999917,11408,1,0.037054
HES6,0.45802,0.62323,0.999917,11409,2,-0.2526
HAP1,0.4581,0.6233,0.999917,11410,2,-0.30373
RSC1A1,0.45812,0.62332,0.999917,11411,2,0.28873
KCNH1,0.45818,0.62337,0.999917,11412,2,0.027954
MED29,0.45825,0.62342,0.999917,11413,1,-2.499
IER2,0.45826,0.62343,0.999917,11414,2,0.22791
ANGPTL2,0.45829,0.62345,0.999917,11415,2,0.098457
FGFR1,0.45833,0.62349,0.999917,11416,2,-0.84388
VPS13D,0.45835,0.62351,0.999917,11417,1,-0.9085
TMEM143,0.45838,0.62352,0.999917,11418,2,0.2908
CRYAA,0.45838,0.62352,0.999917,11419,1,-3.1483
NAPB,0.45847,0.6236,0.999917,11420,2,-0.41615
ABCC10,0.45848,0.6236,0.999917,11421,2,0.25755
GZMB,0.45852,0.62363,0.999917,11422,2,-0.051549
EPAS1,0.45854,0.62365,0.999917,11423,2,0.40431
TSPAN31,0.45859,0.62368,0.999917,11424,2,0.4268
RIMBP2,0.45866,0.62374,0.999917,11425,2,0.37968
IRAK1BP1,0.45868,0.62376,0.999917,11426,1,-0.098659
ZDHHC21,0.45871,0.62378,0.999917,11427,2,0.062167
FOXO4,0.45873,0.6238,0.999917,11428,2,0.16294
MYL12B,0.45878,0.62384,0.999917,11429,2,-0.35132
CYP4A22,0.45882,0.62388,0.999917,11430,1,-2.2685
LPAR2,0.45892,0.62395,0.999917,11431,2,-0.35876
ULK1,0.4591,0.62411,0.999917,11432,2,0.41951
GPAT2,0.45917,0.62417,0.999917,11433,2,0.028513
ARID4B,0.45918,0.62418,0.999917,11434,1,-0.10539
GSTA3,0.4592,0.62419,0.999917,11435,2,0.29521
C1orf101,0.45925,0.62423,0.999917,11436,1,-0.12946
E2F2,0.45931,0.62428,0.999917,11437,2,-0.73918
SRM,0.45934,0.62431,0.999917,11438,2,0.43727
RAB30,0.45935,0.62431,0.999917,11439,1,-1.0663
HIST1H4H,0.45938,0.62433,0.999917,11440,1,-0.39118
MYCT1,0.45945,0.6244,0.999917,11441,1,-0.40378
FRAS1,0.45948,0.62442,0.999917,11442,1,-0.34745
OLR1,0.45951,0.62445,0.999917,11443,1,-0.16541
FAM189A1,0.45957,0.6245,0.999917,11444,2,0.24994
SNUPN,0.45958,0.62451,0.999917,11445,1,0.30156
CCDC144A,0.45981,0.62471,0.999917,11446,1,-0.233
SLC45A2,0.45991,0.62479,0.999917,11447,1,-0.28803
NSMCE1,0.45994,0.6248,0.999917,11448,2,0.16051
SHROOM4,0.45999,0.62484,0.999917,11449,2,-1.4628
NDUFA4L2,0.46006,0.6249,0.999917,11450,2,0.34832
OR8J1,0.46015,0.62497,0.999917,11451,2,0.5827
PA2G4,0.46018,0.62499,0.999917,11452,2,0.85924
TINAGL1,0.46021,0.62502,0.999917,11453,1,-0.44896
ARHGDIG,0.46025,0.62504,0.999917,11454,2,0.26871
CBX7,0.46045,0.62521,0.999917,11455,1,-0.22512
TRUB1,0.46051,0.62525,0.999917,11456,2,0.084663
HIBADH,0.46055,0.62529,0.999917,11457,2,0.28852
OR4F3,0.46061,0.62534,0.999917,11458,2,0.34166
MAOA,0.46062,0.62535,0.999917,11459,2,-0.0021603
ASMT,0.46076,0.62545,0.999917,11460,2,-0.11223
MARCHF6,0.46078,0.60559,0.999917,11461,1,-0.98304
MFHAS1,0.46083,0.6255,0.999917,11462,2,0.064345
RNF144B,0.46113,0.62574,0.999917,11463,2,0.040144
TM7SF2,0.46114,0.62575,0.999917,11464,2,0.62759
ATP5S,0.46118,0.62577,0.999917,11465,2,0.44244
HMGN2,0.46118,0.62578,0.999917,11466,2,-0.37544
NR5A2,0.46127,0.62587,0.999917,11467,2,0.033082
ABHD4,0.46132,0.62591,0.999917,11468,2,0.71755
EIF4G3,0.46141,0.62599,0.999917,11469,2,0.3646
ZNF121,0.46144,0.62601,0.999917,11470,2,0.22171
SOWAHC,0.46151,0.62607,0.999917,11471,2,0.52134
CNBD2,0.46151,0.62607,0.999917,11472,1,-1.6891
SPX,0.46158,0.62613,0.999917,11473,2,-0.30455
TMCO2,0.46161,0.62615,0.999917,11474,1,-0.10682
SLC22A7,0.46172,0.62623,0.999917,11475,2,-0.084324
RPL36AL,0.46174,0.62625,0.999917,11476,2,-1.2875
CCDC68,0.46176,0.62626,0.999917,11477,2,-1.4441
TSPAN1,0.46186,0.62634,0.999917,11478,2,-0.11207
PIAS4,0.46194,0.62641,0.999917,11479,1,-0.83153
DIS3L,0.462,0.62646,0.999917,11480,2,0.40584
CST8,0.46211,0.62655,0.999917,11481,2,0.4485
LYPD1,0.46214,0.62657,0.999917,11482,2,-0.052307
C14orf159,0.46214,0.62657,0.999917,11483,1,-0.13143
OXSR1,0.46216,0.62659,0.999917,11484,2,0.32244
MEI1,0.46217,0.62659,0.999917,11485,2,-0.30876
ZNF513,0.46221,0.62662,0.999917,11486,2,0.12386
AQP4,0.46224,0.62664,0.999917,11487,1,-0.42452
GRIN1,0.4623,0.62669,0.999917,11488,2,-0.65423
ATXN1L,0.46244,0.6268,0.999917,11489,1,-0.064744
PLEKHM2,0.46246,0.62682,0.999917,11490,2,0.56141
PRKAG3,0.46247,0.62683,0.999917,11491,1,-0.7409
TMEM132E,0.4625,0.62686,0.999917,11492,1,-1.7907
SMURF1,0.46256,0.62689,0.999917,11493,2,0.21544
TNNC2,0.46267,0.62697,0.999917,11494,2,0.22804
EQTN,0.46267,0.62698,0.999917,11495,2,-0.49071
VAV3,0.4627,0.627,0.999917,11496,2,-1.1902
TIMD4,0.46274,0.62704,0.999917,11497,2,0.60345
FSCN2,0.46281,0.6271,0.999917,11498,2,0.42435
SLC35C1,0.46287,0.62715,0.999917,11499,1,-0.43581
ZNF775,0.46303,0.62729,0.999917,11500,2,0.057836
LPPR5,0.46307,0.62731,0.999917,11501,1,-0.56443
C11orf30,0.4631,0.62734,0.999917,11502,1,-0.61335
KPNA2,0.46314,0.62737,0.999917,11503,2,-0.61413
EFR3A,0.46326,0.62746,0.999917,11504,2,0.13099
RPS19BP1,0.46333,0.62752,0.999917,11505,2,0.47356
TXLNG,0.46353,0.6277,0.999917,11506,2,-0.95897
PAFAH2,0.46358,0.62775,0.999917,11507,2,0.2431
AAK1,0.46365,0.6278,0.999917,11508,2,0.53211
POLR3K,0.46369,0.5018,0.999917,11509,1,0.26185
ANTXRL,0.46373,0.62787,0.999917,11510,2,0.23456
DNMT3L,0.46383,0.62795,0.999917,11511,1,-0.2521
PARD6G,0.46393,0.62804,0.999917,11512,2,-0.82173
DNAJC8,0.46396,0.62806,0.999917,11513,1,-1.1626
ZNF773,0.46402,0.62812,0.999917,11514,2,0.28245
GNL1,0.46406,0.62814,0.999917,11515,1,-0.23263
PPP1R1A,0.46407,0.62815,0.999917,11516,2,0.15251
ART3,0.46421,0.62826,0.999917,11517,2,-1.6577
ZNF737,0.46423,0.62828,0.999917,11518,2,-1.147
MED19,0.46452,0.6285,0.999917,11519,1,-1.7941
LYPD3,0.46462,0.62858,0.999917,11520,2,0.16536
FH,0.46479,0.62871,0.999917,11521,2,-0.52538
DDN,0.46491,0.62882,0.999917,11522,2,0.2689
PIRT,0.46503,0.62891,0.999917,11523,2,0.4813
POLR2B,0.46505,0.62893,0.999917,11524,2,-0.029039
NEURL1B,0.46507,0.62895,0.999917,11525,2,-0.35875
KIAA0355,0.4651,0.62897,0.999917,11526,2,0.054212
GAL,0.46519,0.62905,0.999917,11527,2,-0.5266
TEKT5,0.46521,0.62907,0.999917,11528,2,0.26896
UNC119B,0.46528,0.62914,0.999917,11529,1,-0.7024
OR1M1,0.46528,0.62914,0.999917,11530,2,0.40274
CS,0.46556,0.62938,0.999917,11531,2,-0.50595
ARX,0.46558,0.6294,0.999917,11532,1,-0.9289
HEATR9,0.46559,0.62941,0.999917,11533,2,-0.89169
FGD1,0.46565,0.62945,0.999917,11534,2,0.17934
DRAM2,0.46574,0.62953,0.999917,11535,1,0.27118
TTYH1,0.46581,0.62957,0.999917,11536,1,-0.76747
HHIP,0.46591,0.62965,0.999917,11537,2,0.34941
ZNF488,0.46596,0.62969,0.999917,11538,2,-0.15123
GPR4,0.46601,0.62974,0.999917,11539,2,0.33585
SNRPD1,0.46605,0.50353,0.999917,11540,1,1.0058
GLRA4,0.46611,0.62981,0.999917,11541,2,0.16059
FBN1,0.46615,0.62985,0.999917,11542,2,0.026079
ZNF500,0.46638,0.63004,0.999917,11543,2,0.28964
GCLM,0.4664,0.63006,0.999917,11544,2,0.29536
DHX9,0.46641,0.50383,0.999917,11545,1,0.00038687
FAM188B,0.46647,0.63011,0.999917,11546,2,-0.5047
IFNGR2,0.4665,0.63013,0.999917,11547,2,0.36403
IL17RB,0.46667,0.63025,0.999917,11548,2,0.22767
ELMOD1,0.46691,0.63045,0.999917,11549,2,-0.59553
GATA3,0.46696,0.63049,0.999917,11550,1,-0.12197
POLR3H,0.46709,0.50433,0.999917,11551,1,-0.35431
HIST1H3G,0.46713,0.63062,0.999917,11552,2,-0.15891
ADAM9,0.46717,0.63065,0.999917,11553,2,0.09633
CMTM7,0.46719,0.63067,0.999917,11554,2,-0.23719
KLK4,0.46733,0.63078,0.999917,11555,1,-1.2482
SLC6A4,0.46733,0.63079,0.999917,11556,2,0.23928
CCDC54,0.46739,0.63083,0.999917,11557,1,0.11527
TBC1D28,0.46749,0.63091,0.999917,11558,2,-1.1669
OR6C76,0.46768,0.63107,0.999917,11559,2,-0.3357
SSH2,0.46773,0.6311,0.999917,11560,2,0.35839
GLOD4,0.46785,0.6312,0.999917,11561,2,0.27292
PTEN,0.46789,0.63123,0.999917,11562,2,0.1143
B4GALT5,0.46792,0.63124,0.999917,11563,1,-2.3978
CDC42BPG,0.46808,0.63138,0.999917,11564,1,-0.85428
ZNF221,0.46813,0.63141,0.999917,11565,2,0.76888
TIGD6,0.46824,0.63151,0.999917,11566,2,0.1603
ARIH2,0.46828,0.60891,0.999917,11567,1,-1.6212
SRR,0.46838,0.63163,0.999917,11568,2,0.28774
TENM2,0.4684,0.63165,0.999917,11569,2,0.3181
CYP3A7,0.4685,0.63172,0.999917,11570,2,0.25134
TUBB4A,0.46851,0.63173,0.999917,11571,1,-2.2764
LYST,0.46861,0.63181,0.999917,11572,1,-3.0136
OGFOD1,0.46864,0.63184,0.999917,11573,2,-0.0040269
ZFP14,0.46866,0.63185,0.999917,11574,2,0.23388
YEATS4,0.46875,0.63191,0.999917,11575,2,-0.9704
EBPL,0.46881,0.63196,0.999917,11576,1,-1.6013
FAM136A,0.46884,0.63199,0.999917,11577,2,-0.21395
SYT3,0.46892,0.63206,0.999917,11578,2,0.19252
NDUFS4,0.46893,0.6092,0.999917,11579,1,-0.80062
ESRP2,0.46894,0.63207,0.999917,11580,2,0.031599
IL17RC,0.46896,0.63209,0.999917,11581,2,0.26547
OR5A2,0.46899,0.63211,0.999917,11582,2,-0.65235
KIF15,0.469,0.63212,0.999917,11583,2,-0.087553
GPS1,0.46906,0.63217,0.999917,11584,2,-0.31048
SCG3,0.46908,0.63219,0.999917,11585,2,0.39606
SLITRK3,0.46913,0.63223,0.999917,11586,1,-3.5297
SLC30A3,0.46915,0.63224,0.999917,11587,2,0.35346
LAYN,0.46917,0.63226,0.999917,11588,2,0.24504
DDX53,0.46924,0.63232,0.999917,11589,2,0.012731
FAM111A,0.46929,0.63236,0.999917,11590,2,-0.039195
PTPN4,0.4693,0.63237,0.999917,11591,1,-0.92176
KCNG1,0.46956,0.63258,0.999917,11592,2,-0.054991
WASF2,0.46959,0.6326,0.999917,11593,2,-0.42971
SDR39U1,0.46965,0.60954,0.999917,11594,1,-0.60642
MTMR14,0.46989,0.63283,0.999917,11595,2,-0.31877
SLC13A4,0.47025,0.63312,0.999917,11596,1,-0.54236
GABRG3,0.4703,0.60983,0.999917,11597,1,-1.9912
PRRG2,0.47041,0.63325,0.999917,11598,1,-0.41224
PRSS58,0.47043,0.63326,0.999917,11599,2,-1.0452
ANKRD28,0.47045,0.63327,0.999917,11600,1,-0.4561
FAIM3,0.47045,0.63328,0.999917,11601,2,0.25178
MYF5,0.47048,0.6333,0.999917,11602,2,0.1458
PRKCE,0.47059,0.6334,0.999917,11603,2,-0.14289
C8orf74,0.47061,0.6334,0.999917,11604,1,-1.1204
HIST1H2BJ,0.47087,0.61008,0.999917,11605,1,-0.079844
MOCS1,0.47087,0.63365,0.999917,11606,2,-0.79584
ADAMTSL1,0.4709,0.63367,0.999917,11607,2,0.11513
PRMT1,0.4709,0.6101,0.999917,11608,1,-3.1136
RBP2,0.47094,0.6337,0.999917,11609,1,-0.22335
PCDH19,0.47101,0.63377,0.999917,11610,2,-0.51668
SUGT1,0.47107,0.63382,0.999917,11611,1,-1.0027
TECRL,0.47113,0.63387,0.999917,11612,1,-0.25266
BBX,0.47115,0.63389,0.999917,11613,2,0.45185
SP2,0.47129,0.63399,0.999917,11614,2,0.2381
ODF2L,0.47136,0.63405,0.999917,11615,1,-1.231
HNRNPC,0.47138,0.47136,0.999917,11616,0,0.36558
XPC,0.4714,0.63408,0.999917,11617,1,0.14322
BARD1,0.47152,0.61039,0.999917,11618,1,0.069005
B4GALT7,0.47157,0.63422,0.999917,11619,2,-1.0908
MAP3K19,0.47163,0.63425,0.999917,11620,2,0.029458
SYT11,0.47166,0.63428,0.999917,11621,1,-0.24731
SCNN1B,0.47166,0.63428,0.999917,11622,2,0.46156
EGFL6,0.47173,0.63434,0.999917,11623,2,-1.9935
ZCWPW2,0.47192,0.63449,0.999917,11624,1,-1.0912
AGTR1,0.47197,0.63452,0.999917,11625,2,0.27634
CLEC14A,0.47202,0.63456,0.999917,11626,2,0.3185
LRIT1,0.47208,0.63461,0.999917,11627,1,-1.2375
CXorf40A,0.47212,0.63464,0.999917,11628,1,-0.17059
KRT26,0.47215,0.63467,0.999917,11629,1,-1.3126
TMBIM4,0.47227,0.63475,0.999917,11630,2,0.21519
FAM204A,0.47259,0.63503,0.999917,11631,2,0.27627
NRDE2,0.47271,0.63513,0.999917,11632,2,0.59172
C2CD3,0.4728,0.63521,0.999917,11633,2,-0.28122
MS4A6A,0.47285,0.63524,0.999917,11634,2,-0.57998
TAF6,0.47285,0.50855,0.999917,11635,1,0.013161
GIPR,0.47287,0.63526,0.999917,11636,1,-1.2908
TIAM2,0.47299,0.63536,0.999917,11637,2,-0.66637
SLC35F6,0.47301,0.63538,0.999917,11638,2,-1.581
FAM169B,0.47303,0.63539,0.999917,11639,1,-0.49223
CLEC4F,0.47318,0.63551,0.999917,11640,2,0.4051
DUX4,0.47346,0.509,0.999917,11641,1,0.81946
RCAN3,0.47352,0.63581,0.999917,11642,1,-0.23825
TOP3A,0.47366,0.63591,0.999917,11643,2,-0.5571
SYNE3,0.47368,0.63593,0.999917,11644,1,-0.78149
UNC45B,0.47369,0.63594,0.999917,11645,2,-0.47344
TRPC5,0.47375,0.63599,0.999917,11646,1,-0.030635
VN1R2,0.47378,0.63602,0.999917,11647,2,0.21241
MLKL,0.47392,0.63613,0.999917,11648,2,-1.2042
CMPK2,0.47394,0.63615,0.999917,11649,2,0.58729
GABBR1,0.47398,0.63618,0.999917,11650,2,-0.89733
TFIP11,0.47399,0.63619,0.999917,11651,2,0.46641
OVOL1,0.47404,0.63622,0.999917,11652,1,-0.75872
ID2,0.47411,0.63627,0.999917,11653,2,0.43378
PTCRA,0.47411,0.63627,0.999917,11654,1,-0.11067
PABPC3,0.4743,0.63642,0.999917,11655,1,-0.37162
ITPR2,0.47434,0.63645,0.999917,11656,2,-0.38174
KCNA3,0.47437,0.63648,0.999917,11657,1,-1.3264
EIF3G,0.47448,0.63657,0.999917,11658,2,0.1346
C11orf84,0.4745,0.63659,0.999917,11659,1,-1.3857
C11orf94,0.47459,0.63667,0.999917,11660,2,-0.1785
POLH,0.47469,0.63676,0.999917,11661,1,-0.61862
YIPF1,0.47476,0.63681,0.999917,11662,1,-2.0358
AGPAT9,0.47479,0.63684,0.999917,11663,2,-0.42565
PCGF1,0.47502,0.63703,0.999917,11664,2,-0.02208
HOXB3,0.47505,0.63707,0.999917,11665,2,0.29789
IL22RA2,0.47508,0.63709,0.999917,11666,2,0.44269
KIAA1755,0.47512,0.63712,0.999917,11667,1,-0.94465
SPANXA1,0.47513,0.63713,0.999917,11668,2,0.34255
SGK223,0.47517,0.63716,0.999917,11669,2,0.18172
DEFB110,0.47518,0.63716,0.999917,11670,1,0.10585
SPPL2B,0.47541,0.63735,0.999917,11671,2,0.098668
ADIPOR2,0.4755,0.63742,0.999917,11672,2,0.39402
EPN3,0.47557,0.63749,0.999917,11673,2,-0.34778
PRR18,0.47564,0.63753,0.999917,11674,1,-0.14447
HRAS,0.47577,0.63764,0.999917,11675,2,-0.25238
ZNF669,0.47578,0.63764,0.999917,11676,2,-0.53614
CLIC6,0.47583,0.63768,0.999917,11677,2,0.43685
SPHK1,0.47587,0.63771,0.999917,11678,1,-0.19171
R3HDM4,0.47596,0.63779,0.999917,11679,1,-0.72379
KIF21A,0.47622,0.63803,0.999917,11680,2,0.053206
PRR4,0.47629,0.63807,0.999917,11681,1,-0.34735
RFX6,0.47635,0.63812,0.999917,11682,1,-0.49261
HSFY1,0.47645,0.6382,0.999917,11683,2,-0.51054
DDX46,0.47648,0.63822,0.999917,11684,2,-0.77853
C6orf120,0.47678,0.63846,0.999917,11685,2,0.24859
SFTA2,0.47692,0.63856,0.999917,11686,2,0.37999
GOLGA2,0.47707,0.63867,0.999917,11687,1,-1.0512
SERP2,0.4771,0.6387,0.999917,11688,1,-2.0106
FUS,0.47722,0.63879,0.999917,11689,2,-0.10669
TCF12,0.47733,0.63889,0.999917,11690,1,-0.11426
RIC8B,0.47741,0.63895,0.999917,11691,2,-0.80957
UNC45A,0.47743,0.63896,0.999917,11692,2,0.3136
ARL4C,0.4775,0.63903,0.999917,11693,2,-0.1459
CLCN4,0.47752,0.63904,0.999917,11694,1,-1.6554
TRIM60,0.47759,0.6391,0.999917,11695,1,0.015074
C6orf62,0.47771,0.63918,0.999917,11696,2,0.26442
PCBD1,0.47772,0.63919,0.999917,11697,1,-1.2339
FOSL2,0.47787,0.63931,0.999917,11698,2,0.29332
SEH1L,0.47798,0.47792,0.999917,11699,0,0.4734
PAX6,0.47806,0.63947,0.999917,11700,2,0.18926
NDUFB7,0.47815,0.63953,0.999917,11701,2,-0.70573
TNR,0.47833,0.63968,0.999917,11702,1,-2.1419
GYPB,0.47845,0.63977,0.999917,11703,2,-0.0081908
LPPR2,0.47859,0.63988,0.999917,11704,2,0.00059635
RPL6,0.47859,0.63988,0.999917,11705,2,-1.4724
TSC1,0.47866,0.63993,0.999917,11706,1,-1.4223
OR52B4,0.47875,0.64,0.999917,11707,2,0.41069
OR10G7,0.47888,0.64011,0.999917,11708,1,-0.55291
SBSN,0.47901,0.64022,0.999917,11709,1,-0.11384
ESYT1,0.47903,0.64024,0.999917,11710,2,0.043785
TXNDC17,0.47915,0.64033,0.999917,11711,2,-0.50896
ZNF17,0.47921,0.64038,0.999917,11712,1,0.091053
GAB3,0.47924,0.64041,0.999917,11713,2,-0.024815
NEO1,0.47927,0.64044,0.999917,11714,1,-3.5459
TUSC2,0.47931,0.64046,0.999917,11715,1,-0.4855
TYMP,0.47931,0.64046,0.999917,11716,2,0.30648
HSD17B3,0.47933,0.64049,0.999917,11717,2,0.14182
DRICH1,0.47934,0.64049,0.999917,11718,1,-0.54296
ATR,0.4798,0.64087,0.999917,11719,2,-0.58322
TBX15,0.47984,0.6409,0.999917,11720,2,-0.38317
LRP1B,0.47989,0.64094,0.999917,11721,2,0.13701
USP31,0.47996,0.64099,0.999917,11722,2,0.51431
LIMS1,0.48001,0.64103,0.999917,11723,2,0.18379
ADGB,0.48002,0.64104,0.999917,11724,2,0.10163
DEFB121,0.48021,0.6412,0.999917,11725,2,-1.1158
ADGRA3,0.48024,0.64122,0.999917,11726,2,-0.16668
