id,d7_chemo__d7_control||num,d7_chemo__d7_control||neg|p-value,d7_chemo__d7_control||neg|fdr,d7_chemo__d7_control||neg|rank,d7_chemo__d7_control||neg|goodsgrna,d7_chemo__d7_control||pos|p-value,d7_chemo__d7_control||pos|fdr,d7_chemo__d7_control||pos|rank,d7_chemo__d7_control||pos|goodsgrna,d7_chemo__d7_control||log2FoldChange
ZFP92,3,0.45279,0.996322,8812,2,0.69304,0.994322,14847,0,-0.97815
LGR4,2,0.04499,0.971129,1139,1,0.2357,0.994322,5632,1,-0.97845
CYB5R1,3,0.45819,0.996322,8916,2,0.62047,0.994322,13236,1,-0.9786
EIF1AX,3,0.45438,0.996322,8848,2,0.43674,0.994322,8814,1,-0.97904
TM7SF3,3,0.45365,0.996322,8842,2,0.73244,0.994322,15734,0,-0.97933
OR4F16,3,0.37939,0.996322,7521,2,0.51223,0.994322,10724,1,-0.97943
HADHB,3,0.44553,0.996322,8689,2,0.65205,0.994322,13973,1,-0.97952
S100A14,3,0.4391,0.996322,8575,2,0.42119,0.994322,8458,1,-0.98017
ITPKA,3,0.16687,0.983744,3135,3,0.92756,0.998318,19845,0,-0.98036
VGLL1,2,0.55473,0.996322,12631,1,0.80084,0.995729,17187,0,-0.9804
DNAJC22,2,0.20058,0.986719,4517,1,0.22483,0.994322,5335,1,-0.98054
SHE,2,0.20058,0.986719,4516,1,0.22483,0.994322,5330,1,-0.98054
CPNE3,3,0.45016,0.996322,8776,2,0.55873,0.994322,11829,1,-0.98079
RAB27B,2,0.23391,0.993219,5105,1,0.25437,0.994322,6237,1,-0.98184
LLGL1,3,0.45803,0.996322,8912,2,0.76024,0.994322,16332,0,-0.98204
ZNF425,2,0.22859,0.988895,5005,1,0.25045,0.994322,6117,1,-0.98229
BRINP3,3,0.45481,0.996322,8859,2,0.50609,0.994322,10567,1,-0.98255
TP63,3,0.458,0.996322,8911,2,0.46563,0.994322,9542,1,-0.98259
USP43,1,0.37478,0.996322,10150,1,0.62516,0.994322,13408,0,-0.98262
FREM1,3,0.45548,0.996322,8866,2,0.30394,0.994322,5796,1,-0.98297
ALDOA,3,0.45748,0.996322,8901,2,0.47125,0.994322,9695,1,-0.98306
SLBP,3,0.10118,0.976462,1859,3,0.95867,0.998896,20505,0,-0.98334
CCBE1,3,0.45663,0.996322,8881,2,0.65457,0.994322,14021,1,-0.98347
BPIFB4,3,0.33477,0.996322,6700,2,0.42642,0.994322,8566,1,-0.98448
KIF3B,2,0.52227,0.996322,12035,1,0.60016,0.994322,12899,0,-0.98521
DERL2,2,0.22307,0.988835,4909,2,0.86504,0.998318,18491,0,-0.98617
FBLN5,3,0.15894,0.982693,2961,3,0.93142,0.99858,19934,0,-0.98653
JTB,3,0.4166,0.996322,8170,2,0.7254,0.994322,15572,0,-0.98733
CCR8,2,0.21056,0.987402,4671,1,0.23844,0.994322,5741,1,-0.9878
APOL5,1,0.37386,0.996322,10119,1,0.62609,0.994322,13424,0,-0.98816
FBXL18,2,0.1772,0.984333,4049,1,0.20749,0.994322,4774,1,-0.98861
HOXC10,3,0.40442,0.996322,7950,2,0.43747,0.994322,8833,1,-0.98864
SSX4B,2,0.26603,0.994862,5713,2,0.83557,0.99819,17877,0,-0.98906
hsa-mir-2053,3,0.45631,0.996322,8873,2,0.76643,0.9946,16464,0,-0.98929
OSTF1,3,0.45159,0.996322,8798,2,0.42834,0.994322,8605,1,-0.98953
KRT74,3,0.19349,0.985114,3711,2,0.52534,0.994322,11043,1,-0.99016
INHBA,3,0.28627,0.995105,5814,2,0.63416,0.994322,13559,1,-0.9906
OPTN,2,0.22351,0.988835,4915,1,0.25176,0.994322,6164,1,-0.99108
CNOT3,3,0.45586,0.996322,8870,2,0.74112,0.994322,15905,0,-0.99182
FGF20,3,0.11213,0.976462,2054,2,0.43441,0.994322,8762,1,-0.99212
hsa-mir-5095,3,0.44054,0.996322,8595,2,0.42497,0.994322,8540,1,-0.99279
GCOM1,3,0.16674,0.983744,3132,3,0.92763,0.998318,19849,0,-0.99287
CLSTN2,3,0.38006,0.996322,7530,2,0.85431,0.998318,18286,0,-0.99312
HMBOX1,3,0.45628,0.996322,8872,2,0.85148,0.99819,18225,0,-0.99341
SSTR5,3,0.43735,0.996322,8549,2,0.53483,0.994322,11259,1,-0.99479
TLL2,2,0.52304,0.996322,12047,1,0.6784,0.994322,14542,0,-0.99645
ATP6V0E2,3,0.4295,0.996322,8416,2,0.84589,0.99819,18093,0,-0.99659
GPATCH3,3,0.45357,0.996322,8841,2,0.13749,0.994322,2635,1,-0.99661
APOBEC3F,3,0.45538,0.996322,8865,2,0.86734,0.998318,18535,0,-0.99714
MGME1,3,0.45264,0.996322,8811,2,0.65135,0.994322,13957,1,-0.99738
USP15,3,0.45427,0.996322,8847,2,0.48571,0.994322,10053,1,-0.99761
TRAP1,2,0.26556,0.994862,5698,2,0.83593,0.99819,17888,0,-0.99796
IKZF5,2,0.56278,0.996322,12771,1,0.81881,0.996819,17553,0,-0.99804
OSBPL1A,3,0.45479,0.996322,8858,2,0.31836,0.994322,6054,1,-0.99835
OR3A1,2,0.23962,0.993219,5181,1,0.26906,0.994322,6672,1,-0.99865
OR5I1,3,0.44023,0.996322,8593,2,0.42834,0.994322,8614,1,-0.99866
DNAI1,3,0.1221,0.976462,2267,3,0.94913,0.998896,20289,0,-0.99868
C14orf177,3,0.094114,0.976462,1737,2,0.26924,0.994322,5188,1,-0.9989
C15orf38-AP3S2,2,0.23391,0.993219,5102,1,0.26522,0.994322,6557,1,-0.99895
LGSN,3,0.013908,0.949734,265,2,0.80901,0.995729,17358,0,-0.99902
ITPRIPL1,2,0.54351,0.996322,12446,1,0.74147,0.994322,15910,0,-0.99912
CYSLTR2,3,0.45499,0.996322,8862,2,0.91441,0.998318,19550,0,-0.99956
KRTAP19-3,3,0.20951,0.987402,4052,2,0.87485,0.998318,18704,0,-0.99993
CAV1,3,0.4531,0.996322,8828,2,0.095876,0.994322,1777,1,-1
hsa-mir-6794,3,0.17736,0.984333,3336,2,0.63948,0.994322,13691,1,-1.0007
MBOAT4,3,0.34248,0.996322,6841,2,0.6575,0.994322,14094,1,-1.0009
ZNF444,3,0.45298,0.996322,8814,2,0.77745,0.994878,16686,0,-1.0015
DPEP3,3,0.26741,0.994862,5368,2,0.6558,0.994322,14053,1,-1.0016
SCGB1D4,3,0.42359,0.996322,8308,2,0.88718,0.998318,18975,0,-1.0017
CD53,3,0.44899,0.996322,8728,2,0.82361,0.997145,17647,0,-1.0019
SLC1A6,3,0.068644,0.976462,1275,2,0.87415,0.998318,18687,0,-1.0019
AFAP1L2,3,0.45455,0.996322,8850,2,0.44377,0.994322,8994,1,-1.0024
ELF2,3,0.45449,0.996322,8849,2,0.70254,0.994322,15068,0,-1.0026
hsa-mir-513a-1,4,0.3038,0.996322,5314,3,0.89986,0.998318,19241,0,-1.0027
LDLRAD1,2,0.50998,0.996322,11838,1,0.55638,0.994322,12069,0,-1.003
COX17,3,0.1193,0.976462,2201,2,0.60156,0.994322,12809,1,-1.0031
MYOF,3,0.45181,0.996322,8801,2,0.85834,0.998318,18357,0,-1.0031
hsa-mir-3689c,2,0.23096,0.989608,5048,2,0.8597,0.998318,18383,0,-1.0035
IPO4,3,0.12351,0.976462,2295,3,0.94846,0.998896,20272,0,-1.0036
GAL3ST3,3,0.45399,0.996322,8845,2,0.80864,0.995729,17346,0,-1.0039
hsa-mir-1254-1,3,0.45247,0.996322,8809,2,0.7136,0.994322,15302,0,-1.0041
ZNF180,3,0.45145,0.996322,8797,2,0.20435,0.994322,4028,1,-1.0041
KRTAP20-1,3,0.12586,0.976462,2345,3,0.9474,0.998896,20244,0,-1.0044
hsa-mir-548aq,1,0.3709,0.996322,10061,1,0.62913,0.994322,13485,0,-1.0046
TCF7L1,3,0.45056,0.996322,8779,2,0.57544,0.994322,12200,1,-1.0046
CSMD2,2,0.26708,0.994862,5724,2,0.83486,0.99819,17865,0,-1.0047
DNAJB14,3,0.45132,0.996322,8795,2,0.70383,0.994322,15098,0,-1.0056
hsa-mir-200a,3,0.18573,0.984333,3554,2,0.16608,0.994322,3321,1,-1.0063
PPP4C,3,0.45384,0.996322,8843,2,0.4572,0.994322,9330,1,-1.0063
UXS1,3,0.13004,0.976462,2422,3,0.94541,0.998896,20204,0,-1.0065
ZC4H2,1,0.37066,0.996322,10054,1,0.62936,0.994322,13494,0,-1.007
APLP1,3,0.27796,0.994862,5614,2,0.48831,0.994322,10112,1,-1.0074
MAFA,3,0.45294,0.996322,8813,2,0.29033,0.994322,5535,1,-1.0079
PLA2G4A,3,0.42632,0.996322,8360,2,0.357,0.994322,6761,1,-1.0079
hsa-mir-8082,4,0.50079,0.996322,9255,2,0.53822,0.994322,9615,1,-1.0081
ARL5B,3,0.45209,0.996322,8808,2,0.15873,0.994322,3140,1,-1.0082
PDHB,1,0.35437,0.996322,9679,1,0.64577,0.994322,13849,0,-1.0084
NKX6-3,2,0.52837,0.996322,12139,1,0.74042,0.994322,15899,0,-1.009
hsa-mir-26b,3,0.42842,0.996322,8388,2,0.23343,0.994322,4536,1,-1.0096
TGIF2LX,3,0.39363,0.996322,7750,2,0.83826,0.99819,17940,0,-1.0106
GNL1,3,0.45301,0.996322,8827,2,0.58986,0.994322,12531,1,-1.0108
HSD17B11,3,0.28088,0.994862,5695,2,0.058253,0.994322,1056,1,-1.011
LASP1,1,0.3653,0.996322,9919,1,0.63475,0.994322,13618,0,-1.0112
C14orf142,3,0.45071,0.996322,8781,2,0.60161,0.994322,12810,1,-1.0114
TBX3,3,0.45163,0.996322,8799,2,0.74322,0.994322,15948,0,-1.0114
SLC25A39,3,0.45134,0.996322,8796,2,0.42642,0.994322,8570,1,-1.0118
CCDC138,3,0.10127,0.976462,1861,2,0.52315,0.994322,10998,1,-1.012
CCDC110,3,0.43737,0.996322,8551,2,0.18324,0.994322,3668,1,-1.0121
MAT1A,2,0.34881,0.996322,8029,1,0.32519,0.994322,7727,1,-1.013
COX6A2,2,0.56314,0.996322,12774,1,0.81121,0.995729,17411,0,-1.0135
EMC6,2,0.18925,0.984333,4278,1,0.23701,0.994322,5682,1,-1.0135
ATAD3B,2,0.4638,0.996322,10960,1,0.34323,0.994322,8083,1,-1.0136
FAM154B,3,0.072914,0.976462,1356,2,0.89656,0.998318,19177,0,-1.0144
hsa-mir-432,4,0.36143,0.996322,6259,3,0.73574,0.994322,15731,1,-1.015
GOLPH3L,3,0.41583,0.996322,8158,2,0.79233,0.995098,17016,0,-1.0155
CYP17A1,3,0.038176,0.959283,723,2,0.36345,0.994322,6950,1,-1.0166
TIMM50,3,0.44972,0.996322,8769,2,0.76433,0.994595,16421,0,-1.0177
CRHBP,3,0.12055,0.976462,2231,2,0.71695,0.994322,15385,0,-1.0181
KCNH4,3,0.4479,0.996322,8711,2,0.43515,0.994322,8780,1,-1.0181
NBL1,1,0.37028,0.996322,10047,1,0.62974,0.994322,13505,0,-1.0185
ZKSCAN4,3,0.40265,0.996322,7925,2,0.44011,0.994322,8899,1,-1.0185
ZNF26,3,0.40751,0.996322,8008,2,0.63582,0.994322,13600,1,-1.0193
ZNF410,3,0.45059,0.996322,8780,2,0.79157,0.995098,16993,0,-1.0193
FBN1,3,0.44448,0.996322,8671,2,0.32549,0.994322,6199,1,-1.0194
hsa-mir-6835,1,0.3704,0.996322,10050,1,0.6296,0.994322,13502,0,-1.0202
MYLK2,3,0.44923,0.996322,8749,2,0.88014,0.998318,18815,0,-1.0206
ACER3,3,0.43099,0.996322,8445,2,0.90076,0.998318,19263,0,-1.0207
RRH,3,0.45022,0.996322,8777,2,0.48077,0.994322,9926,1,-1.0207
PRF1,1,0.37088,0.996322,10060,1,0.62915,0.994322,13488,0,-1.0208
FAM47A,2,0.21056,0.987402,4670,1,0.26134,0.994322,6417,1,-1.0213
HOMER1,2,0.55234,0.996322,12599,1,0.80553,0.995729,17281,0,-1.0216
BHLHB9,2,0.17258,0.984333,3966,1,0.2235,0.994322,5282,1,-1.0221
NDEL1,2,0.16723,0.983744,3872,1,0.21593,0.994322,5037,1,-1.0222
DMKN,2,0.24733,0.9934,5329,2,0.84836,0.99819,18149,0,-1.023
hsa-mir-7973-1,4,0.0037235,0.913801,54,2,0.62027,0.994322,12332,1,-1.023
TTLL5,2,0.53725,0.996322,12312,1,0.72317,0.994322,15513,0,-1.0231
CNBD1,3,0.41723,0.996322,8178,2,0.90553,0.998318,19367,0,-1.0232
hsa-mir-6781,4,0.54083,0.996322,10225,2,0.39401,0.994322,7177,1,-1.0233
RPS4X,2,0.18539,0.984333,4197,1,0.23996,0.994322,5791,1,-1.0238
MTM1,2,0.15979,0.982693,3753,1,0.20642,0.994322,4732,1,-1.0243
TPST1,3,0.047855,0.971129,872,2,0.48434,0.994322,10014,1,-1.0243
SF3B2,3,0.44985,0.996322,8770,2,0.72411,0.994322,15544,0,-1.0247
FAM184A,3,0.45083,0.996322,8782,2,0.66767,0.994322,14319,1,-1.0248
KRTAP4-2,3,0.44003,0.996322,8588,2,0.65555,0.994322,14047,1,-1.0248
SIX2,3,0.14956,0.98122,2791,3,0.93605,0.99878,20026,0,-1.0252
COX16,2,0.25529,0.994862,5484,2,0.84305,0.99819,18043,0,-1.0256
ZNF580,1,0.36868,0.996322,10011,1,0.63136,0.994322,13544,0,-1.0256
TSTD1,3,0.41994,0.996322,8235,2,0.25202,0.994322,4877,1,-1.0259
SLC25A4,3,0.42389,0.996322,8312,2,0.86248,0.998318,18438,0,-1.026
PLD3,3,0.44849,0.996322,8723,2,0.77493,0.994878,16642,0,-1.0261
TMEM230,3,0.44664,0.996322,8699,2,0.5663,0.994322,11999,1,-1.0268
MTHFD2L,3,0.28971,0.996322,5876,2,0.8033,0.995729,17228,0,-1.0271
ZNF513,3,0.44231,0.996322,8641,2,0.91425,0.998318,19549,0,-1.0271
SRSF9,3,0.4495,0.996322,8754,2,0.81209,0.995847,17425,0,-1.0289
hsa-mir-487b,4,0.41457,0.996322,7244,2,0.90736,0.998318,19420,0,-1.0296
PITX1,3,0.12673,0.976462,2369,2,0.048967,0.98809,909,1,-1.0299
XCL1,3,0.16242,0.982693,3036,3,0.92978,0.998351,19898,0,-1.0302
PLA2G3,3,0.39928,0.996322,7855,2,0.73922,0.994322,15875,0,-1.0304
hsa-mir-4447,3,0.42216,0.996322,8290,2,0.83761,0.99819,17916,0,-1.0314
INPP5A,3,0.42817,0.996322,8387,2,0.71952,0.994322,15433,0,-1.0314
GUCA2B,3,0.20475,0.987402,3946,2,0.86418,0.998318,18472,0,-1.0315
ZNF346,3,0.44987,0.996322,8772,2,0.65748,0.994322,14092,1,-1.0323
DOK7,3,0.44488,0.996322,8675,2,0.81544,0.996266,17493,0,-1.0326
RNF207,3,0.30813,0.996322,6238,2,0.75416,0.994322,16188,0,-1.0326
SP9,3,0.44488,0.996322,8674,2,0.9064,0.998318,19387,0,-1.0326
ZNF276,3,0.12909,0.976462,2414,2,0.39648,0.994322,7784,1,-1.0329
RASGEF1C,3,0.44473,0.996322,8673,2,0.44728,0.994322,9081,1,-1.0341
TOMM22,1,0.36982,0.996322,10043,1,0.63019,0.994322,13512,0,-1.0344
POC5,3,0.44935,0.996322,8751,2,0.90753,0.998318,19422,0,-1.0345
CEACAM3,3,0.44137,0.996322,8632,2,0.52414,0.994322,11017,1,-1.0351
TOR1AIP2,3,0.44809,0.996322,8719,2,0.52096,0.994322,10949,1,-1.0351
FUCA1,3,0.030113,0.958948,562,2,0.7779,0.994878,16697,0,-1.0357
hsa-mir-3605,4,0.29841,0.996322,5212,2,0.83045,0.997635,17786,0,-1.0358
ZNF624,2,0.52953,0.996322,12168,1,0.79312,0.995222,17033,0,-1.0361
SELPLG,3,0.44658,0.996322,8698,2,0.42024,0.994322,8434,1,-1.0362
BLNK,2,0.2024,0.986719,4547,1,0.26388,0.994322,6507,1,-1.0364
PICALM,2,0.19727,0.986139,4446,1,0.25996,0.994322,6381,1,-1.0364
STK36,3,0.11099,0.976462,2027,2,0.79414,0.995339,17050,0,-1.0365
TRIM28,3,0.11997,0.976462,2220,3,0.95011,0.998896,20316,0,-1.0369
C16orf97,2,0.53267,0.996322,12222,1,0.791,0.995098,16987,0,-1.0381
HMSD,3,0.43984,0.996322,8587,2,0.92054,0.998318,19700,0,-1.0386
TP53TG3B,1,0.33742,0.996322,9329,1,0.66277,0.994322,14225,0,-1.0396
KCNJ5,3,0.44888,0.996322,8726,2,0.6056,0.994322,12895,1,-1.04
hsa-mir-193b,3,0.44846,0.996322,8722,2,0.76327,0.994547,16400,0,-1.0407
MAP1LC3C,3,0.4267,0.996322,8368,2,0.7669,0.9946,16470,0,-1.0409
ZNF566,2,0.21056,0.987402,4669,1,0.27295,0.994322,6776,1,-1.0409
IGSF11,2,0.24287,0.993219,5234,1,0.28938,0.994322,7073,1,-1.0415
hsa-mir-1256,3,0.15189,0.982693,2836,3,0.93494,0.99878,19999,0,-1.0423
LACTB,3,0.41459,0.996322,8133,2,0.90006,0.998318,19244,0,-1.0424
TNKS1BP1,3,0.4482,0.996322,8720,2,0.54198,0.994322,11429,1,-1.0433
hsa-mir-4289,3,0.41916,0.996322,8218,2,0.91847,0.998318,19660,0,-1.0435
HIST1H3F,3,0.27938,0.994862,5654,2,0.47144,0.994322,9702,1,-1.0439
PSMA8,2,0.1737,0.984333,3984,1,0.23996,0.994322,5781,1,-1.0443
S100A11,3,0.44796,0.996322,8712,2,0.52556,0.994322,11049,1,-1.0444
TULP1,2,0.22859,0.988895,5006,1,0.28449,0.994322,6998,1,-1.0458
ADAR,2,0.19413,0.985114,4379,1,0.26388,0.994322,6515,1,-1.0471
SQRDL,3,0.43635,0.996322,8515,2,0.67096,0.994322,14386,1,-1.0471
SULT1C2,3,0.25053,0.993926,5011,2,0.67904,0.994322,14558,0,-1.0475
AKR1A1,3,0.44772,0.996322,8709,2,0.81773,0.996767,17536,0,-1.0477
DPCD,3,0.44756,0.996322,8708,2,0.073055,0.994322,1317,1,-1.0482
GRM8,3,0.42945,0.996322,8415,2,0.62069,0.994322,13240,1,-1.0484
ZNF610,2,0.15076,0.982693,3602,1,0.20544,0.994322,4709,1,-1.049
B3GALT2,3,0.44685,0.996322,8706,2,0.74965,0.994322,16089,0,-1.0493
FBXL15,3,0.44342,0.996322,8659,2,0.7221,0.994322,15494,0,-1.0496
TUBGCP2,3,0.18073,0.984333,3422,2,0.52788,0.994322,11105,1,-1.0496
ENOPH1,3,0.13286,0.976462,2479,3,0.94409,0.998896,20174,0,-1.0499
SAAL1,3,0.44305,0.996322,8647,2,0.77349,0.994878,16612,0,-1.0499
CALM3,3,0.042837,0.971129,779,3,0.9442,0.998896,20179,0,-1.0502
hsa-mir-4786,2,0.25164,0.994559,5418,2,0.84548,0.99819,18085,0,-1.0507
C14orf166,3,0.11735,0.976462,2162,3,0.95133,0.998896,20347,0,-1.0527
SAT2,3,0.12614,0.976462,2351,2,0.20703,0.994322,4071,1,-1.0529
TMEM56,3,0.4463,0.996322,8695,2,0.9198,0.998318,19683,0,-1.0533
KIAA1467,1,0.36486,0.996322,9913,1,0.63519,0.994322,13626,0,-1.0555
FAT4,2,0.54974,0.996322,12555,1,0.81524,0.996266,17488,0,-1.0557
SASH3,3,0.42469,0.996322,8319,2,0.79717,0.995632,17104,0,-1.056
FAM25A,3,0.4178,0.996322,8188,2,0.78721,0.994896,16908,0,-1.0573
VAMP4,3,0.44468,0.996322,8672,2,0.33478,0.994322,6349,1,-1.0573
HOMER3,3,0.18863,0.984333,3607,2,0.86425,0.998318,18474,0,-1.0574
AKT2,3,0.28088,0.994862,5696,2,0.44222,0.994322,8961,1,-1.0582
MKKS,2,0.2073,0.987402,4632,2,0.87567,0.998318,18724,0,-1.0582
RGR,3,0.35437,0.996322,7070,2,0.60859,0.994322,12965,1,-1.0587
HNRNPA1L2,2,0.145,0.978361,3490,1,0.20176,0.994322,4582,1,-1.0597
POLR2A,2,0.54601,0.996322,12486,1,0.79904,0.995632,17152,0,-1.0599
BRCA1,1,0.36656,0.996322,9969,1,0.63349,0.994322,13589,0,-1.06
EFNB2,3,0.43835,0.996322,8558,2,0.63434,0.994322,13563,1,-1.06
FAM81A,3,0.21655,0.987402,4216,2,0.78834,0.994954,16930,0,-1.06
PLCL1,2,0.24481,0.993219,5285,1,0.29589,0.994322,7215,1,-1.0605
RPS11,2,0.24642,0.993219,5319,1,0.29646,0.994322,7226,1,-1.0606
SEC24D,3,0.42141,0.996322,8258,2,0.19014,0.994322,3793,1,-1.0607
APOBEC2,3,0.18244,0.984333,3451,2,0.57183,0.994322,12124,1,-1.0609
ECE2,2,0.27363,0.994862,5840,2,0.83021,0.997635,17783,0,-1.0611
ARL1,3,0.11848,0.976462,2187,3,0.9508,0.998896,20337,0,-1.0613
PDS5A,2,0.23944,0.993219,5178,2,0.85387,0.998318,18270,0,-1.0621
PIP5K1C,3,0.44351,0.996322,8660,2,0.76756,0.9946,16487,0,-1.0621
CLDN20,3,0.44134,0.996322,8631,2,0.17779,0.994322,3568,1,-1.0622
SLC16A13,3,0.1214,0.976462,2254,3,0.94945,0.998896,20297,0,-1.0626
LRRC34,2,0.25769,0.994862,5536,2,0.8414,0.99819,18003,0,-1.0633
FAM179A,3,0.1899,0.984333,3632,2,0.64075,0.994322,13715,1,-1.0644
PTK2,2,0.53191,0.996322,12211,1,0.70911,0.994322,15211,0,-1.0646
JAG2,3,0.44299,0.996322,8646,2,0.49047,0.994322,10172,1,-1.0649
LNX2,3,0.39456,0.996322,7770,2,0.78922,0.994954,16952,0,-1.0657
STIM1,3,0.43416,0.996322,8492,2,0.89239,0.998318,19102,0,-1.066
C5orf30,3,0.44259,0.996322,8644,2,0.41482,0.994322,8275,1,-1.0671
PHF2,2,0.078831,0.976462,1941,1,0.1799,0.994322,3868,1,-1.0673
C1orf27,2,0.21377,0.987402,4728,1,0.28608,0.994322,7021,1,-1.0681
HLA-DOA,3,0.4411,0.996322,8609,2,0.8897,0.998318,19041,0,-1.0685
SYNGR4,2,0.12701,0.976462,3150,1,0.1884,0.994322,4147,1,-1.0687
DSCR4,2,0.2024,0.986719,4545,1,0.28107,0.994322,6935,1,-1.0695
KCND3,3,0.44093,0.996322,8608,2,0.91112,0.998318,19498,0,-1.0697
FARS2,3,0.44012,0.996322,8590,2,0.85496,0.998318,18294,0,-1.0699
LPAR2,3,0.44229,0.996322,8640,2,0.41714,0.994322,8345,1,-1.0699
FRMD7,1,0.36653,0.996322,9955,1,0.63352,0.994322,13590,0,-1.0702
EIF4B,3,0.44421,0.996322,8665,2,0.86609,0.998318,18506,0,-1.0703
IVL,3,0.12265,0.976462,2282,3,0.94887,0.998896,20281,0,-1.0709
MORN4,2,0.1737,0.984333,3983,1,0.25868,0.994322,6359,1,-1.0715
LOXL2,3,0.0092466,0.927204,179,2,0.8564,0.998318,18317,0,-1.0717
hsa-mir-7112-1,4,0.30141,0.996322,5254,2,0.91837,0.998318,19658,0,-1.0718
UAP1,3,0.44146,0.996322,8633,2,0.90653,0.998318,19392,0,-1.0721
EPPIN-WFDC6,1,0.3648,0.996322,9912,1,0.63524,0.994322,13628,0,-1.0734
SMIM17,3,0.37589,0.996322,7454,2,0.35146,0.994322,6655,1,-1.0739
RIPPLY3,1,0.357,0.996322,9740,1,0.64316,0.994322,13796,0,-1.0741
TTLL11,1,0.36413,0.996322,9903,1,0.63594,0.994322,13645,0,-1.0742
SMC6,2,0.47085,0.996322,11074,1,0.35454,0.994322,8325,1,-1.0749
SURF6,3,0.44237,0.996322,8642,2,0.87601,0.998318,18731,0,-1.0763
hsa-mir-598,4,0.51094,0.996322,9483,2,0.6806,0.994322,14214,1,-1.0766
TGFBR3L,3,0.4412,0.996322,8629,2,0.87041,0.998318,18607,0,-1.0769
ZSCAN1,3,0.44252,0.996322,8643,2,0.78794,0.994896,16924,0,-1.0771
ATAD1,3,0.33266,0.996322,6688,2,0.37433,0.994322,7244,1,-1.0772
PGM2L1,3,0.44057,0.996322,8596,2,0.84989,0.99819,18186,0,-1.0775
GNAZ,3,0.10659,0.976462,1947,2,0.86216,0.998318,18433,0,-1.0782
MAGEA10-MAGEA5,3,0.14408,0.978361,2673,2,0.44631,0.994322,9057,1,-1.0783
MYCL,3,0.17045,0.984088,3198,3,0.92575,0.998318,19807,0,-1.0784
HEPACAM2,3,0.43958,0.996322,8579,2,0.91532,0.998318,19585,0,-1.0788
CLEC19A,2,0.51081,0.996322,11845,1,0.77769,0.994878,16700,0,-1.079
ARHGAP22,2,0.10914,0.976462,2710,1,0.18284,0.994322,3960,1,-1.0797
ZFP28,3,0.29732,0.996322,6043,2,0.12448,0.994322,2364,1,-1.0802
LXN,3,0.39276,0.996322,7740,2,0.88605,0.998318,18944,0,-1.0807
ADPRH,2,0.18037,0.984333,4088,1,0.27185,0.994322,6749,1,-1.0809
hsa-mir-3669,1,0.36365,0.996322,9879,1,0.63646,0.994322,13659,0,-1.0809
C10orf128,3,0.27099,0.994862,5451,2,0.71306,0.994322,15290,0,-1.0811
IL2RG,2,0.533,0.996322,12226,1,0.75871,0.994322,16298,0,-1.0819
MEA1,3,0.11957,0.976462,2216,3,0.95029,0.998896,20319,0,-1.0822
TAS2R42,3,0.43769,0.996322,8552,2,0.79927,0.995632,17154,0,-1.083
MYO18B,2,0.53473,0.996322,12266,1,0.76881,0.9946,16523,0,-1.0831
PABPC1L2B,1,0.34532,0.996322,9499,1,0.65502,0.994322,14041,0,-1.0833
C3,3,0.16626,0.983744,3120,3,0.92788,0.998318,19855,0,-1.0835
MATR3,2,0.5403,0.996322,12363,1,0.81602,0.996387,17504,0,-1.0835
RGS5,2,0.041621,0.971129,1055,1,0.17372,0.994322,3673,1,-1.0837
FBXO22,1,0.36073,0.996322,9820,1,0.63944,0.994322,13721,0,-1.0838
L1TD1,1,0.35259,0.996322,9651,1,0.64755,0.994322,13888,0,-1.0842
ZNF554,2,0.28303,0.994862,6006,2,0.82356,0.997145,17651,0,-1.0858
WDR5,2,0.22153,0.988835,4882,2,0.86607,0.998318,18505,0,-1.086
NLRP4,2,0.37559,0.996322,8825,1,0.33098,0.994322,7853,1,-1.0871
SLC4A5,3,0.094715,0.976462,1751,2,0.47443,0.994322,9767,1,-1.0871
FBXO44,3,0.34424,0.996322,6877,2,0.86649,0.998318,18517,0,-1.0876
SH3GLB2,2,0.15261,0.982693,3627,1,0.23416,0.994322,5593,1,-1.0886
ELL3,3,0.38915,0.996322,7679,2,0.88583,0.998318,18939,0,-1.0887
C21orf58,2,0.16267,0.982693,3796,1,0.25437,0.994322,6236,1,-1.0889
PTPN1,3,0.43666,0.996322,8527,2,0.84075,0.99819,17991,0,-1.089
GLMN,3,0.43785,0.996322,8554,2,0.88662,0.998318,18960,0,-1.0892
hsa-mir-4783,3,0.4418,0.996322,8635,2,0.058726,0.994322,1065,1,-1.0896
FCRL1,3,0.41017,0.996322,8048,2,0.90656,0.998318,19395,0,-1.0903
TRIM60,2,0.21802,0.987402,4810,2,0.86842,0.998318,18561,0,-1.0906
ELF4,2,0.52494,0.996322,12083,1,0.76214,0.994441,16385,0,-1.0914
hsa-mir-7851,4,0.49102,0.996322,9025,2,0.30548,0.994322,5505,2,-1.0917
SIGLEC15,3,0.4409,0.996322,8602,2,0.76542,0.994595,16441,0,-1.0924
FAM216B,1,0.36303,0.996322,9871,1,0.63708,0.994322,13672,0,-1.093
CCL8,3,0.4413,0.996322,8630,2,0.91019,0.998318,19480,0,-1.0939
ADAMTS10,2,0.25942,0.994862,5566,1,0.30615,0.994322,7423,1,-1.0943
RGPD5,1,0.36333,0.996322,9875,1,0.63677,0.994322,13665,0,-1.0953
DDX47,2,0.22961,0.989072,5024,2,0.86059,0.998318,18403,0,-1.0954
